u[180] = 0,386337
u[181] = 0,383925
u[182] = 0,381522
u[183] = 0,379128
u[184] = 0,376744
u[185] = 0,374368
u[186] = 0,372001
u[187] = 0,369643
u[188] = 0,367295
u[189] = 0,364955
u[190] = 0,362625
u[191] = 0,360303
u[192] = 0,357991
u[193] = 0,355688
u[194] = 0,353393
u[195] = 0,351108
u[196] = 0,348833
u[197] = 0,346566
u[198] = 0,344308
u[199] = 0,342060
u[200] = 0,339821
u[201] = 0,337591
u[202] = 0,335370
u[203] = 0,333158
u[204] = 0,330956
u[205] = 0,328763
u[206] = 0,326579
u[207] = 0,324404
u[208] = 0,322239
u[209] = 0,320082
u[210] = 0,317935
u[211] = 0,315797
u[212] = 0,313669
u[213] = 0,311550
u[214] = 0,309440
u[215] = 0,307339
u[216] = 0,305247
u[217] = 0,303165
u[218] = 0,301092
u[219] = 0,299029
u[220] = 0,296974
u[221] = 0,294929
u[222] = 0,292893
u[223] = 0,290867
u[224] = 0,288849
u[225] = 0,286841
u[226] = 0,284842
u[227] = 0,282853
u[228] = 0,280873
u[229] = 0,278902
u[230] = 0,276940
u[231] = 0,274987
u[232] = 0,273044
u[233] = 0,271110
u[234] = 0,269185
u[235] = 0,267270
u[236] = 0,265363
u[237] = 0,263466
u[238] = 0,261578
u[239] = 0,259700
u[240] = 0,257830
u[241] = 0,255970
u[242] = 0,254119
u[243] = 0,252277
u[244] = 0,250444
u[245] = 0,248621
u[246] = 0,246806
u[247] = 0,245001
u[248] = 0,243205
u[249] = 0,241418
u[250] = 0,239640
u[251] = 0,237872
u[252] = 0,236112
u[253] = 0,234361
u[254] = 0,232620
u[255] = 0,230888
u[256] = 0,229164
u[257] = 0,227450
u[258] = 0,225745
u[259] = 0,224049
u[260] = 0,222361
u[261] = 0,220683
u[262] = 0,219014
u[263] = 0,217354
u[264] = 0,215702
u[265] = 0,214060
u[266] = 0,212426
u[267] = 0,210802
u[268] = 0,209186
u[269] = 0,207579
u[270] = 0,205981
u[271] = 0,204392
u[272] = 0,202812
u[273] = 0,201240
u[274] = 0,199678
u[275] = 0,198124
u[276] = 0,196579
u[277] = 0,195042
u[278] = 0,193514
u[279] = 0,191995
u[280] = 0,190485
u[281] = 0,188983
u[282] = 0,187490
u[283] = 0,186006
u[284] = 0,184530
u[285] = 0,183063
u[286] = 0,181605
u[287] = 0,180154
u[288] = 0,178713
u[289] = 0,177280
u[290] = 0,175855
u[291] = 0,174439
u[292] = 0,173032
u[293] = 0,171632
u[294] = 0,170242
u[295] = 0,168859
u[296] = 0,167485
u[297] = 0,166119
u[298] = 0,164762
u[299] = 0,163413
u[300] = 0,162072
u[301] = 0,160739
u[302] = 0,159415
u[303] = 0,158099
u[304] = 0,156790
u[305] = 0,155491
u[306] = 0,154199
u[307] = 0,152915
u[308] = 0,151639
u[309] = 0,150372
u[310] = 0,149112
u[311] = 0,147861
u[312] = 0,146617
u[313] = 0,145381
u[314] = 0,144154
u[315] = 0,142934
u[316] = 0,141722
u[317] = 0,140518
u[318] = 0,139321
u[319] = 0,138133
u[320] = 0,136952
u[321] = 0,135779
u[322] = 0,134614
u[323] = 0,133456
u[324] = 0,132306
u[325] = 0,131164
u[326] = 0,130029
u[327] = 0,128902
u[328] = 0,127783
u[329] = 0,126670
u[330] = 0,125566
u[331] = 0,124469
u[332] = 0,123379
u[333] = 0,122297
u[334] = 0,121222
u[335] = 0,120154
u[336] = 0,119094
u[337] = 0,118041
u[338] = 0,116995
u[339] = 0,115957
u[340] = 0,114926
u[341] = 0,113902
u[342] = 0,112885
u[343] = 0,111875
u[344] = 0,110872
u[345] = 0,109877
u[346] = 0,108888
u[347] = 0,107907
u[348] = 0,106932
u[349] = 0,105964
u[350] = 0,105003
u[351] = 0,104050
u[352] = 0,103103
u[353] = 0,102162
u[354] = 0,101229
u[355] = 0,100302
u[356] = 0,099382
u[357] = 0,098469
u[358] = 0,097563
u[359] = 0,096663
u[360] = 0,095769
u[361] = 0,094883
u[362] = 0,094003
u[363] = 0,093129
u[364] = 0,092262
u[365] = 0,091401
u[366] = 0,090547
u[367] = 0,089699
u[368] = 0,088858
u[369] = 0,088022
u[370] = 0,087194
u[371] = 0,086371
u[372] = 0,085555
u[373] = 0,084745
u[374] = 0,083941
u[375] = 0,083143
u[376] = 0,082351
u[377] = 0,081566
u[378] = 0,080786
u[379] = 0,080013
u[380] = 0,079245
u[381] = 0,078484
u[382] = 0,077728
u[383] = 0,076979
u[384] = 0,076235
u[385] = 0,075497
u[386] = 0,074765
u[387] = 0,074038
u[388] = 0,073318
u[389] = 0,072603
u[390] = 0,071894
u[391] = 0,071190
u[392] = 0,070492
u[393] = 0,069800
u[394] = 0,069113
u[395] = 0,068432
u[396] = 0,067756
u[397] = 0,067086
u[398] = 0,066421
u[399] = 0,065762
u[400] = 0,065108
u[401] = 0,064459
u[402] = 0,063816
u[403] = 0,063178
u[404] = 0,062545
u[405] = 0,061918
u[406] = 0,061295
u[407] = 0,060678
u[408] = 0,060066
u[409] = 0,059459
u[410] = 0,058857
u[411] = 0,058260
u[412] = 0,057669
u[413] = 0,057082
u[414] = 0,056500
u[415] = 0,055923
u[416] = 0,055351
u[417] = 0,054784
u[418] = 0,054221
u[419] = 0,053664
u[420] = 0,053111
u[421] = 0,052563
u[422] = 0,052020
u[423] = 0,051481
u[424] = 0,050947
u[425] = 0,050418
u[426] = 0,049893
u[427] = 0,049373
u[428] = 0,048858
u[429] = 0,048346
u[430] = 0,047840
u[431] = 0,047338
u[432] = 0,046840
u[433] = 0,046347
u[434] = 0,045858
u[435] = 0,045373
u[436] = 0,044893
u[437] = 0,044417
u[438] = 0,043945
u[439] = 0,043477
u[440] = 0,043014
u[441] = 0,042555
u[442] = 0,042100
u[443] = 0,041649
u[444] = 0,041202
u[445] = 0,040759
u[446] = 0,040320
u[447] = 0,039886
u[448] = 0,039455
u[449] = 0,039028
u[450] = 0,038605
u[451] = 0,038186
u[452] = 0,037771
u[453] = 0,037359
u[454] = 0,036952
u[455] = 0,036548
u[456] = 0,036148
u[457] = 0,035752
u[458] = 0,035359
u[459] = 0,034970
u[460] = 0,034585
u[461] = 0,034203
u[462] = 0,033825
u[463] = 0,033451
u[464] = 0,033080
u[465] = 0,032713
u[466] = 0,032349
u[467] = 0,031988
u[468] = 0,031631
u[469] = 0,031277
u[470] = 0,030927
u[471] = 0,030580
u[472] = 0,030237
u[473] = 0,029897
u[474] = 0,029560
u[475] = 0,029226
u[476] = 0,028896
u[477] = 0,028568
u[478] = 0,028244
u[479] = 0,027924
u[480] = 0,027606
u[481] = 0,027291
u[482] = 0,026980
u[483] = 0,026671
u[484] = 0,026366
u[485] = 0,026064
u[486] = 0,025764
u[487] = 0,025468
u[488] = 0,025174
u[489] = 0,024884
u[490] = 0,024596
u[491] = 0,024311
u[492] = 0,024029
u[493] = 0,023750
u[494] = 0,023474
u[495] = 0,023201
u[496] = 0,022930
u[497] = 0,022662
u[498] = 0,022397
u[499] = 0,022134
u[500] = 0,021874
u[501] = 0,021617
u[502] = 0,021363
u[503] = 0,021111
u[504] = 0,020861
u[505] = 0,020614
u[506] = 0,020370
u[507] = 0,020128
u[508] = 0,019889
u[509] = 0,019652
u[510] = 0,019418
u[511] = 0,019186
u[512] = 0,018957
u[513] = 0,018730
u[514] = 0,018505
u[515] = 0,018283
u[516] = 0,018063
u[517] = 0,017845
u[518] = 0,017630
u[519] = 0,017417
u[520] = 0,017206
u[521] = 0,016997
u[522] = 0,016791
u[523] = 0,016587
u[524] = 0,016385
u[525] = 0,016185
u[526] = 0,015987
u[527] = 0,015791
u[528] = 0,015598
u[529] = 0,015407
u[530] = 0,015217
u[531] = 0,015030
u[532] = 0,014845
u[533] = 0,014662
u[534] = 0,014480
u[535] = 0,014301
u[536] = 0,014124
u[537] = 0,013948
u[538] = 0,013775
u[539] = 0,013603
u[540] = 0,013434
u[541] = 0,013266
u[542] = 0,013100
u[543] = 0,012936
u[544] = 0,012774
u[545] = 0,012613
u[546] = 0,012455
u[547] = 0,012298
u[548] = 0,012143
u[549] = 0,011989
u[550] = 0,011837
u[551] = 0,011687
u[552] = 0,011539
u[553] = 0,011392
u[554] = 0,011247
u[555] = 0,011104
u[556] = 0,010962
u[557] = 0,010822
u[558] = 0,010684
u[559] = 0,010547
u[560] = 0,010411
u[561] = 0,010277
u[562] = 0,010145
u[563] = 0,010014
u[564] = 0,009885
u[565] = 0,009757
u[566] = 0,009631
u[567] = 0,009506
u[568] = 0,009382
u[569] = 0,009260
u[570] = 0,009140
u[571] = 0,009021
u[572] = 0,008903
u[573] = 0,008786
u[574] = 0,008671
u[575] = 0,008558
u[576] = 0,008445
u[577] = 0,008334
u[578] = 0,008224
u[579] = 0,008116
u[580] = 0,008009
u[581] = 0,007903
u[582] = 0,007798
u[583] = 0,007695
u[584] = 0,007593
u[585] = 0,007492
u[586] = 0,007392
u[587] = 0,007293
u[588] = 0,007196
u[589] = 0,007100
u[590] = 0,007005
u[591] = 0,006911
u[592] = 0,006818
u[593] = 0,006726
u[594] = 0,006636
u[595] = 0,006546
u[596] = 0,006458
u[597] = 0,006370
u[598] = 0,006284
u[599] = 0,006199
u[600] = 0,006115
u[601] = 0,006032
u[602] = 0,005950
u[603] = 0,005869
u[604] = 0,005788
u[605] = 0,005709
u[606] = 0,005631
u[607] = 0,005554
u[608] = 0,005478
u[609] = 0,005402
u[610] = 0,005328
u[611] = 0,005255
u[612] = 0,005182
u[613] = 0,005111
u[614] = 0,005040
u[615] = 0,004970
u[616] = 0,004901
u[617] = 0,004833
u[618] = 0,004766
u[619] = 0,004699
u[620] = 0,004634
u[621] = 0,004569
u[622] = 0,004505
u[623] = 0,004442
u[624] = 0,004380
u[625] = 0,004318
u[626] = 0,004258
u[627] = 0,004198
u[628] = 0,004139
u[629] = 0,004080
u[630] = 0,004023
u[631] = 0,003966
u[632] = 0,003909
u[633] = 0,003854
u[634] = 0,003799
u[635] = 0,003745
u[636] = 0,003692
u[637] = 0,003639
u[638] = 0,003587
u[639] = 0,003536
u[640] = 0,003485
u[641] = 0,003435
u[642] = 0,003386
u[643] = 0,003337
u[644] = 0,003289
u[645] = 0,003242
u[646] = 0,003195
u[647] = 0,003149
u[648] = 0,003103
u[649] = 0,003058
u[650] = 0,003014
u[651] = 0,002970
u[652] = 0,002927
u[653] = 0,002884
u[654] = 0,002842
u[655] = 0,002801
u[656] = 0,002760
u[657] = 0,002720
u[658] = 0,002680
u[659] = 0,002640
u[660] = 0,002602
u[661] = 0,002563
u[662] = 0,002526
u[663] = 0,002488
u[664] = 0,002452
u[665] = 0,002415
u[666] = 0,002380
u[667] = 0,002344
u[668] = 0,002310
u[669] = 0,002275
u[670] = 0,002241
u[671] = 0,002208
u[672] = 0,002175
u[673] = 0,002143
u[674] = 0,002111
u[675] = 0,002079
u[676] = 0,002048
u[677] = 0,002017
u[678] = 0,001987
u[679] = 0,001957
u[680] = 0,001927
u[681] = 0,001898
u[682] = 0,001870
u[683] = 0,001841
u[684] = 0,001813
u[685] = 0,001786
u[686] = 0,001759
u[687] = 0,001732
u[688] = 0,001706
u[689] = 0,001680
u[690] = 0,001654
u[691] = 0,001629
u[692] = 0,001604
u[693] = 0,001579
u[694] = 0,001555
u[695] = 0,001531
u[696] = 0,001508
u[697] = 0,001485
u[698] = 0,001462
u[699] = 0,001439
u[700] = 0,001417
u[701] = 0,001395
u[702] = 0,001374
u[703] = 0,001352
u[704] = 0,001331
u[705] = 0,001311
u[706] = 0,001290
u[707] = 0,001270
u[708] = 0,001250
u[709] = 0,001231
u[710] = 0,001212
u[711] = 0,001193
u[712] = 0,001174
u[713] = 0,001156
u[714] = 0,001137
u[715] = 0,001120
u[716] = 0,001102
u[717] = 0,001085
u[718] = 0,001067
u[719] = 0,001051
u[720] = 0,001034
u[721] = 0,001018
u[722] = 0,001001
u[723] = 0,000986
u[724] = 0,000970
u[725] = 0,000954
u[726] = 0,000939
u[727] = 0,000924
u[728] = 0,000910
u[729] = 0,000895
u[730] = 0,000881
u[731] = 0,000867
u[732] = 0,000853
u[733] = 0,000839
u[734] = 0,000825
u[735] = 0,000812
u[736] = 0,000799
u[737] = 0,000786
u[738] = 0,000774
u[739] = 0,000761
u[740] = 0,000749
u[741] = 0,000737
u[742] = 0,000725
u[743] = 0,000713
u[744] = 0,000701
u[745] = 0,000690
u[746] = 0,000679
u[747] = 0,000667
u[748] = 0,000657
u[749] = 0,000646
u[750] = 0,000635
u[751] = 0,000625
u[752] = 0,000615
u[753] = 0,000604
u[754] = 0,000595
u[755] = 0,000585
u[756] = 0,000575
u[757] = 0,000566
u[758] = 0,000556
u[759] = 0,000547
u[760] = 0,000538
u[761] = 0,000529
u[762] = 0,000520
u[763] = 0,000512
u[764] = 0,000503
u[765] = 0,000495
u[766] = 0,000486
u[767] = 0,000478
u[768] = 0,000470
u[769] = 0,000463
u[770] = 0,000455
u[771] = 0,000447
u[772] = 0,000440
u[773] = 0,000432
u[774] = 0,000425
u[775] = 0,000418
u[776] = 0,000411
u[777] = 0,000404
u[778] = 0,000397
u[779] = 0,000390
u[780] = 0,000384
u[781] = 0,000377
u[782] = 0,000371
u[783] = 0,000364
u[784] = 0,000358
u[785] = 0,000352
u[786] = 0,000346
u[787] = 0,000340
u[788] = 0,000334
u[789] = 0,000329
u[790] = 0,000323
u[791] = 0,000318
u[792] = 0,000312
u[793] = 0,000307
u[794] = 0,000301
u[795] = 0,000296
u[796] = 0,000291
u[797] = 0,000286
u[798] = 0,000281
u[799] = 0,000276
u[800] = 0,000271
u[801] = 0,000267
u[802] = 0,000262
u[803] = 0,000258
u[804] = 0,000253
u[805] = 0,000249
u[806] = 0,000244
u[807] = 0,000240
u[808] = 0,000236
u[809] = 0,000232
u[810] = 0,000228
u[811] = 0,000224
u[812] = 0,000220
u[813] = 0,000216
u[814] = 0,000212
u[815] = 0,000208
u[816] = 0,000205
u[817] = 0,000201
u[818] = 0,000198
u[819] = 0,000194
u[820] = 0,000191
u[821] = 0,000187
u[822] = 0,000184
u[823] = 0,000181
u[824] = 0,000177
u[825] = 0,000174
u[826] = 0,000171
u[827] = 0,000168
u[828] = 0,000165
u[829] = 0,000162
u[830] = 0,000159
u[831] = 0,000156
u[832] = 0,000154
u[833] = 0,000151
u[834] = 0,000148
u[835] = 0,000146
u[836] = 0,000143
u[837] = 0,000140
u[838] = 0,000138
u[839] = 0,000135
u[840] = 0,000133
u[841] = 0,000130
u[842] = 0,000128
u[843] = 0,000126
u[844] = 0,000123
u[845] = 0,000121
u[846] = 0,000119
u[847] = 0,000117
u[848] = 0,000115
u[849] = 0,000113
u[850] = 0,000111
u[851] = 0,000109
u[852] = 0,000107
u[853] = 0,000105
u[854] = 0,000103
u[855] = 0,000101
u[856] = 0,000099
u[857] = 0,000097
u[858] = 0,000095
u[859] = 0,000094
u[860] = 0,000092
u[861] = 0,000090
u[862] = 0,000089
u[863] = 0,000087
u[864] = 0,000085
u[865] = 0,000084
u[866] = 0,000082
u[867] = 0,000081
u[868] = 0,000079
u[869] = 0,000078
u[870] = 0,000076
u[871] = 0,000075
u[872] = 0,000073
u[873] = 0,000072
u[874] = 0,000071
u[875] = 0,000069
u[876] = 0,000068
u[877] = 0,000067
u[878] = 0,000065
u[879] = 0,000064
u[880] = 0,000063
u[881] = 0,000062
u[882] = 0,000061
u[883] = 0,000060
u[884] = 0,000058
u[885] = 0,000057
u[886] = 0,000056
u[887] = 0,000055
u[888] = 0,000054
u[889] = 0,000053
u[890] = 0,000052
u[891] = 0,000051
u[892] = 0,000050
u[893] = 0,000049
u[894] = 0,000048
u[895] = 0,000047
u[896] = 0,000046
u[897] = 0,000045
u[898] = 0,000045
u[899] = 0,000044
u[900] = 0,000043
u[901] = 0,000042
u[902] = 0,000041
u[903] = 0,000040
u[904] = 0,000040
u[905] = 0,000039
u[906] = 0,000038
u[907] = 0,000037
u[908] = 0,000037
u[909] = 0,000036
u[910] = 0,000035
u[911] = 0,000035
u[912] = 0,000034
u[913] = 0,000033
u[914] = 0,000033
u[915] = 0,000032
u[916] = 0,000031
u[917] = 0,000031
u[918] = 0,000030
u[919] = 0,000030
u[920] = 0,000029
u[921] = 0,000028
u[922] = 0,000028
u[923] = 0,000027
u[924] = 0,000027
u[925] = 0,000026
u[926] = 0,000026
u[927] = 0,000025
u[928] = 0,000025
u[929] = 0,000024
u[930] = 0,000024
u[931] = 0,000023
u[932] = 0,000023
u[933] = 0,000022
u[934] = 0,000022
u[935] = 0,000021
u[936] = 0,000021
u[937] = 0,000021
u[938] = 0,000020
u[939] = 0,000020
u[940] = 0,000019
u[941] = 0,000019
u[942] = 0,000019
u[943] = 0,000018
u[944] = 0,000018
u[945] = 0,000018
u[946] = 0,000017
u[947] = 0,000017
u[948] = 0,000017
u[949] = 0,000016
u[950] = 0,000016
u[951] = 0,000016
u[952] = 0,000015
u[953] = 0,000015
u[954] = 0,000015
u[955] = 0,000014
u[956] = 0,000014
u[957] = 0,000014
u[958] = 0,000013
u[959] = 0,000013
u[960] = 0,000013
u[961] = 0,000013
u[962] = 0,000012
u[963] = 0,000012
u[964] = 0,000012
u[965] = 0,000012
u[966] = 0,000011
u[967] = 0,000011
u[968] = 0,000011
u[969] = 0,000011
u[970] = 0,000011
u[971] = 0,000010
u[972] = 0,000010
u[973] = 0,000010
u[974] = 0,000010
u[975] = 0,000009
u[976] = 0,000009
u[977] = 0,000009
u[978] = 0,000009
u[979] = 0,000009
u[980] = 0,000009
u[981] = 0,000008
u[982] = 0,000008
u[983] = 0,000008
u[984] = 0,000008
u[985] = 0,000008
u[986] = 0,000008
u[987] = 0,000007
u[988] = 0,000007
u[989] = 0,000007
u[990] = 0,000007
u[991] = 0,000007
u[992] = 0,000007
u[993] = 0,000006
u[994] = 0,000006
u[995] = 0,000006
u[996] = 0,000006
u[997] = 0,000006
u[998] = 0,000006
u[999] = 0,000006
u[1000] = 0,000006
u[1001] = 0,000005
u[1002] = 0,000005
u[1003] = 0,000005
u[1004] = 0,000005
u[1005] = 0,000005
u[1006] = 0,000005
u[1007] = 0,000005
u[1008] = 0,000005
u[1009] = 0,000005
u[1010] = 0,000005
u[1011] = 0,000004
u[1012] = 0,000004
u[1013] = 0,000004
u[1014] = 0,000004
u[1015] = 0,000004
u[1016] = 0,000004
u[1017] = 0,000004
u[1018] = 0,000004
u[1019] = 0,000004
u[1020] = 0,000004
u[1021] = 0,000004
u[1022] = 0,000003
u[1023] = 0,000003
u[1024] = 0,000003
u[1025] = 0,000003
u[1026] = 0,000003
u[1027] = 0,000003
u[1028] = 0,000003
u[1029] = 0,000003
u[1030] = 0,000003
u[1031] = 0,000003
u[1032] = 0,000003
u[1033] = 0,000003
u[1034] = 0,000003
u[1035] = 0,000003
u[1036] = 0,000003
u[1037] = 0,000003
u[1038] = 0,000002
u[1039] = 0,000002
u[1040] = 0,000002
u[1041] = 0,000002
u[1042] = 0,000002
u[1043] = 0,000002
u[1044] = 0,000002
u[1045] = 0,000002
u[1046] = 0,000002
u[1047] = 0,000002
u[1048] = 0,000002
u[1049] = 0,000002
u[1050] = 0,000002
u[1051] = 0,000002
u[1052] = 0,000002
u[1053] = 0,000002
u[1054] = 0,000002
u[1055] = 0,000002
u[1056] = 0,000002
u[1057] = 0,000002
u[1058] = 0,000002
u[1059] = 0,000002
u[1060] = 0,000001
u[1061] = 0,000001
u[1062] = 0,000001
u[1063] = 0,000001
u[1064] = 0,000001
u[1065] = 0,000001
u[1066] = 0,000001
u[1067] = 0,000001
u[1068] = 0,000001
u[1069] = 0,000001
u[1070] = 0,000001
u[1071] = 0,000001
u[1072] = 0,000001
u[1073] = 0,000001
u[1074] = 0,000001
u[1075] = 0,000001
u[1076] = 0,000001
u[1077] = 0,000001
u[1078] = 0,000001
u[1079] = 0,000001
u[1080] = 0,000001
u[1081] = 0,000001
u[1082] = 0,000001
u[1083] = 0,000001
u[1084] = 0,000001
u[1085] = 0,000001
u[1086] = 0,000001
u[1087] = 0,000001
u[1088] = 0,000001
u[1089] = 0,000001
u[1090] = 0,000001
u[1091] = 0,000001
u[1092] = 0,000001
u[1093] = 0,000001
u[1094] = 0,000001
u[1095] = 0,000001
u[1096] = 0,000001
u[1097] = 0,000001
u[1098] = 0,000001
u[1099] = 0,000001
u[1100] = 0,000001
u[1101] = 0,000001
u[1102] = 0,000001
u[1103] = 0,000001
u[1104] = 0,000001
u[1105] = 0,000001
u[1106] = 0,000001
u[1107] = 0,000001
u[1108] = 0,000000
u[1109] = 0,000000
u[1110] = 0,000000
u[1111] = 0,000000
u[1112] = 0,000000
u[1113] = 0,000000
u[1114] = 0,000000
u[1115] = 0,000000
u[1116] = 0,000000
u[1117] = 0,000000
u[1118] = 0,000000
u[1119] = 0,000000
u[1120] = 0,000000
u[1121] = 0,000000
u[1122] = 0,000000
u[1123] = 0,000000
u[1124] = 0,000000
u[1125] = 0,000000
u[1126] = 0,000000
u[1127] = 0,000000
u[1128] = 0,000000
u[1129] = 0,000000
u[1130] = 0,000000
u[1131] = 0,000000
u[1132] = 0,000000
u[1133] = 0,000000
u[1134] = 0,000000
u[1135] = 0,000000
u[1136] = 0,000000
u[1137] = 0,000000
u[1138] = 0,000000
u[1139] = 0,000000
u[1140] = 0,000000
u[1141] = 0,000000
u[1142] = 0,000000
u[1143] = 0,000000
u[1144] = 0,000000
u[1145] = 0,000000
u[1146] = 0,000000
u[1147] = 0,000000
u[1148] = 0,000000
u[1149] = 0,000000
u[1150] = 0,000000
u[1151] = 0,000000
u[1152] = 0,000000
u[1153] = 0,000000
u[1154] = 0,000000
u[1155] = 0,000000
u[1156] = 0,000000
u[1157] = 0,000000
u[1158] = 0,000000
u[1159] = 0,000000
u[1160] = 0,000000
u[1161] = 0,000000
u[1162] = 0,000000
u[1163] = 0,000000
u[1164] = 0,000000
u[1165] = 0,000000
u[1166] = 0,000000
u[1167] = 0,000000
u[1168] = 0,000000
u[1169] = 0,000000
u[1170] = 0,000000
u[1171] = 0,000000
u[1172] = 0,000000
u[1173] = 0,000000
u[1174] = 0,000000
u[1175] = 0,000000
u[1176] = 0,000000
u[1177] = 0,000000
u[1178] = 0,000000
u[1179] = 0,000000
u[1180] = 0,000000
u[1181] = 0,000000
u[1182] = 0,000000
u[1183] = 0,000000
u[1184] = 0,000000
u[1185] = 0,000000
u[1186] = 0,000000
u[1187] = 0,000000
u[1188] = 0,000000
u[1189] = 0,000000
u[1190] = 0,000000
u[1191] = 0,000000
u[1192] = 0,000000
u[1193] = 0,000000
u[1194] = 0,000000
u[1195] = 0,000000
u[1196] = 0,000000
u[1197] = 0,000000
u[1198] = 0,000000
u[1199] = 0,000000
u[1200] = 0,000000
u[1201] = 0,000000
u[1202] = 0,000000
u[1203] = 0,000000
u[1204] = 0,000000
u[1205] = 0,000000
u[1206] = 0,000000
u[1207] = 0,000000
u[1208] = 0,000000
u[1209] = 0,000000
u[1210] = 0,000000
u[1211] = 0,000000
u[1212] = 0,000000
u[1213] = 0,000000
u[1214] = 0,000000
u[1215] = 0,000000
u[1216] = 0,000000
u[1217] = 0,000000
u[1218] = 0,000000
u[1219] = 0,000000
u[1220] = 0,000000
u[1221] = 0,000000
u[1222] = 0,000000
u[1223] = 0,000000
u[1224] = 0,000000
u[1225] = 0,000000
u[1226] = 0,000000
u[1227] = 0,000000
u[1228] = 0,000000
u[1229] = 0,000000
u[1230] = 0,000000
u[1231] = 0,000000
u[1232] = 0,000000
u[1233] = 0,000000
u[1234] = 0,000000
u[1235] = 0,000000
u[1236] = 0,000000
u[1237] = 0,000000
u[1238] = 0,000000
u[1239] = 0,000000
u[1240] = 0,000000
u[1241] = 0,000000
u[1242] = 0,000000
u[1243] = 0,000000
u[1244] = 0,000000
u[1245] = 0,000000
u[1246] = 0,000000
u[1247] = 0,000000
u[1248] = 0,000000
u[1249] = 0,000000
